name,description,url,forks,stars,last_push,contributors
tornado,"Tornado is a Python web framework and asynchronous networking library, originally developed at FriendFeed.",https://api.github.com/repos/tornadoweb/tornado,5303,19716,2021-01-06T13:16:21Z,30
django-rest-framework,Web APIs for Django. 🎸,https://api.github.com/repos/encode/django-rest-framework,5476,19655,2021-01-06T13:13:35Z,30
pytorch-tutorial,PyTorch Tutorial for Deep Learning Researchers,https://api.github.com/repos/yunjey/pytorch-tutorial,6148,19302,2020-12-21T07:28:47Z,26
Mask_RCNN,Mask R-CNN for object detection and instance segmentation on Keras and TensorFlow,https://api.github.com/repos/matterport/Mask_RCNN,9136,19175,2020-12-18T20:32:59Z,30
sqlmap,Automatic SQL injection and database takeover tool,https://api.github.com/repos/sqlmapproject/sqlmap,4132,19084,2021-01-07T13:20:11Z,30
black,The uncompromising Python code formatter,https://api.github.com/repos/psf/black,1220,19074,2021-01-06T18:25:08Z,30
ML-From-Scratch,Machine Learning From Scratch. Bare bones NumPy implementations of machine learning models and algorithms with a focus on accessibility. Aims to cover everything from linear regression to deep learning.,https://api.github.com/repos/eriklindernoren/ML-From-Scratch,3634,18705,2020-12-21T21:14:19Z,6
python-fire,Python Fire is a library for automatically generating command line interfaces (CLIs) from absolutely any Python object.,https://api.github.com/repos/google/python-fire,1112,18488,2020-12-25T06:52:01Z,30
python-cheatsheet,Comprehensive Python Cheatsheet,https://api.github.com/repos/gto76/python-cheatsheet,3484,18014,2021-01-05T08:57:56Z,10
spaCy,💫 Industrial-strength Natural Language Processing (NLP) with Python and Cython,https://api.github.com/repos/explosion/spaCy,3201,17967,2021-01-07T11:22:03Z,30
redash,"Make Your Company Data Driven. Connect to any data source, easily visualize, dashboard and share your data.",https://api.github.com/repos/getredash/redash,3082,17941,2021-01-06T22:24:32Z,30
algo,数据结构和算法必知必会的50个代码实现,https://api.github.com/repos/wangzheng0822/algo,5698,17596,2021-01-01T02:50:56Z,30
hosts,"Consolidating and extending hosts files from several well-curated sources. You can optionally pick extensions to block pornography, social media, and other categories.",https://api.github.com/repos/StevenBlack/hosts,1507,16738,2021-01-07T03:55:36Z,30
celery,Distributed Task Queue (development branch),https://api.github.com/repos/celery/celery,3927,16495,2021-01-07T15:22:33Z,30
magenta,Magenta: Music and Art Generation with Machine Intelligence,https://api.github.com/repos/magenta/magenta,3303,16150,2021-01-07T00:44:22Z,30
numpy,The fundamental package for scientific computing with Python.,https://api.github.com/repos/numpy/numpy,5150,15922,2021-01-07T15:55:34Z,30
TensorFlow-Course,:satellite: Simple and ready-to-use tutorials for TensorFlow ,https://api.github.com/repos/instillai/TensorFlow-Course,3115,15360,2020-12-21T21:15:27Z,9
spleeter,Deezer source separation library including pretrained models.,https://api.github.com/repos/deezer/spleeter,1547,15209,2020-12-18T16:31:25Z,14
jumpserver,JumpServer 是全球首款开源的堡垒机，是符合 4A 的专业运维安全审计系统。,https://api.github.com/repos/jumpserver/jumpserver,4033,14949,2021-01-07T15:05:29Z,30
professional-programming,A collection of full-stack resources for programmers.,https://api.github.com/repos/charlax/professional-programming,1327,14833,2020-12-21T14:03:32Z,20
locust,Scalable user load testing tool written in Python,https://api.github.com/repos/locustio/locust,2006,14827,2021-01-04T14:36:16Z,30
pyspider,A Powerful Spider(Web Crawler) System in Python.,https://api.github.com/repos/binux/pyspider,3561,14808,2020-10-22T04:00:13Z,30
cascadia-code,"This is a fun, new monospaced font that includes programming ligatures and is designed to enhance the modern look and feel of the Windows Terminal.",https://api.github.com/repos/microsoft/cascadia-code,440,14788,2020-11-29T14:44:40Z,11
toml,"Tom's Obvious, Minimal Language",https://api.github.com/repos/toml-lang/toml,720,14671,2021-01-02T14:23:07Z,30
CheatSheetSeries,The OWASP Cheat Sheet Series was created to provide a concise collection of high value information on specific application security topics.,https://api.github.com/repos/OWASP/CheatSheetSeries,2145,14604,2021-01-07T13:51:50Z,30
ipython,"Official repository for IPython itself. Other repos in the IPython organization contain things like the website, documentation builds, etc.",https://api.github.com/repos/ipython/ipython,4128,14596,2021-01-07T13:56:54Z,30
Awesome-Linux-Software,"A list of awesome applications, software, tools and other materials for Linux distros. ",https://api.github.com/repos/luong-komorebi/Awesome-Linux-Software,1516,14504,2021-01-06T10:07:26Z,30
bitcoinbook,Mastering Bitcoin 2nd Edition - Programming the Open Blockchain,https://api.github.com/repos/bitcoinbook/bitcoinbook,4123,14450,2021-01-07T14:46:29Z,30
sanic,Async Python 3.6+ web server/framework | Build fast. Run fast.,https://api.github.com/repos/sanic-org/sanic,1305,14437,2021-01-07T06:25:43Z,30
detectron2,Detectron2 is FAIR's next-generation platform for object detection and segmentation.,https://api.github.com/repos/facebookresearch/detectron2,3651,14397,2021-01-06T17:29:03Z,30
ray,"An open source framework that provides a simple, universal API for building distributed applications. Ray is packaged with RLlib, a scalable reinforcement learning library, and Tune, a scalable hyperparameter tuning library.",https://api.github.com/repos/ray-project/ray,2291,14346,2021-01-07T17:22:19Z,30
PySnooper,Never use print for debugging again,https://api.github.com/repos/cool-RR/PySnooper,875,14123,2020-12-28T18:13:10Z,24
luigi,"Luigi is a Python module that helps you build complex pipelines of batch jobs. It handles dependency resolution, workflow management, visualization etc. It also comes with Hadoop support built in. ",https://api.github.com/repos/spotify/luigi,2207,14077,2021-01-07T09:23:20Z,30
pytorch-CycleGAN-and-pix2pix,Image-to-Image Translation in PyTorch,https://api.github.com/repos/junyanz/pytorch-CycleGAN-and-pix2pix,4212,13995,2020-12-19T14:22:19Z,30
wechat_jump_game,微信《跳一跳》Python 辅助,https://api.github.com/repos/wangshub/wechat_jump_game,4550,13897,2020-11-13T17:32:05Z,30
gpt-2,"Code for the paper ""Language Models are Unsupervised Multitask Learners""",https://api.github.com/repos/openai/gpt-2,3515,13876,2020-12-02T20:56:23Z,14
Paddle,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice （『飞桨』核心框架，深度学习&机器学习高性能单机、分布式训练和跨平台部署）,https://api.github.com/repos/PaddlePaddle/Paddle,3399,13753,2021-01-07T17:23:05Z,30
dash,"Analytical Web Apps for Python, R, Julia, and Jupyter. No JavaScript Required.",https://api.github.com/repos/plotly/dash,1402,13642,2021-01-07T01:35:50Z,30
cookiecutter,"A command-line utility that creates projects from cookiecutters (project templates), e.g. Python package projects, VueJS projects.",https://api.github.com/repos/cookiecutter/cookiecutter,1399,13575,2021-01-04T07:13:21Z,30
wttr.in,:partly_sunny: The right way to check the weather,https://api.github.com/repos/chubin/wttr.in,677,13525,2021-01-02T23:04:38Z,30
poetry,Python dependency management and packaging made easy.,https://api.github.com/repos/python-poetry/poetry,1063,13430,2021-01-07T11:39:14Z,30
python-telegram-bot,We have made you a wrapper you can't refuse,https://api.github.com/repos/python-telegram-bot/python-telegram-bot,2781,13289,2021-01-07T00:29:02Z,30
mmdetection,OpenMMLab Detection Toolbox and Benchmark,https://api.github.com/repos/open-mmlab/mmdetection,4528,13184,2021-01-07T14:06:00Z,30
mackup,Keep your application settings in sync (OS X/Linux),https://api.github.com/repos/lra/mackup,814,10717,2021-01-06T14:26:05Z,30
ChatterBot,"ChatterBot is a machine learning, conversational dialog engine for creating chat bots",https://api.github.com/repos/gunthercox/ChatterBot,3656,10693,2021-01-03T01:13:36Z,30
ungoogled-chromium,"Google Chromium, sans integration with Google",https://api.github.com/repos/Eloston/ungoogled-chromium,471,10686,2021-01-07T03:47:46Z,30
stylegan,StyleGAN - Official TensorFlow Implementation,https://api.github.com/repos/NVlabs/stylegan,2429,10582,2020-11-06T23:02:45Z,1
newspaper,"News, full-text, and article metadata extraction in Python 3. Advanced docs:",https://api.github.com/repos/codelucas/newspaper,1740,10566,2021-01-03T17:23:20Z,30
imgaug,Image augmentation for machine learning experiments.,https://api.github.com/repos/aleju/imgaug,1986,10507,2020-10-19T12:23:22Z,25
FastPhotoStyle,"Style transfer, deep learning, feature transform",https://api.github.com/repos/NVIDIA/FastPhotoStyle,1115,10448,2020-07-01T23:03:30Z,5
kitty,"A cross-platform, fast, feature full, GPU based terminal emulator",https://api.github.com/repos/kovidgoyal/kitty,502,10391,2021-01-07T12:37:43Z,30
speedtest-cli,Command line interface for testing internet bandwidth using speedtest.net,https://api.github.com/repos/sivel/speedtest-cli,1482,10366,2020-12-07T21:05:31Z,10
tushare,TuShare is a utility for crawling historical data of China stocks,https://api.github.com/repos/waditu/tushare,3901,10339,2020-08-03T05:23:40Z,25
pyecharts,🎨 Python Echarts Plotting Library,https://api.github.com/repos/pyecharts/pyecharts,2336,10331,2020-12-23T04:48:43Z,26
Shadowrocket-ADBlock-Rules,提供多款 Shadowrocket 规则，带广告过滤功能。用于 iOS 未越狱设备选择性地自动翻墙。,https://api.github.com/repos/h2y/Shadowrocket-ADBlock-Rules,1583,10248,2020-12-28T18:34:38Z,8
pelican,Static site generator that supports Markdown and reST syntax. Powered by Python.,https://api.github.com/repos/getpelican/pelican,1684,10125,2021-01-07T16:17:15Z,30
saleor,"A modular, high performance, headless e-commerce platform built with Python, GraphQL, Django, and ReactJS.",https://api.github.com/repos/mirumee/saleor,3424,10023,2021-01-07T16:12:47Z,30
wagtail,A Django content management system focused on flexibility and user experience,https://api.github.com/repos/wagtail/wagtail,2117,9945,2021-01-07T15:22:15Z,30
beets,music library manager and MusicBrainz tagger,https://api.github.com/repos/beetbox/beets,1629,9836,2021-01-07T17:36:40Z,30
the-gan-zoo,A list of all named GANs!,https://api.github.com/repos/hindupuravinash/the-gan-zoo,2031,9821,2020-10-03T06:19:56Z,19
mailinabox,"Mail-in-a-Box helps individuals take back control of their email by defining a one-click, easy-to-deploy SMTP+everything else server: a mail server in a box.",https://api.github.com/repos/mail-in-a-box/mailinabox,1057,9788,2021-01-06T02:12:02Z,30
flair,A very simple framework for state-of-the-art Natural Language Processing (NLP),https://api.github.com/repos/flairNLP/flair,1447,9775,2021-01-07T08:59:02Z,30
EasyOCR,"Ready-to-use OCR with 80+ supported languages and all popular writing scripts including Latin, Chinese, Arabic, Devanagari, Cyrillic and etc.",https://api.github.com/repos/JaidedAI/EasyOCR,946,9744,2021-01-07T10:08:19Z,30
mypy,Optional static typing for Python 3 and 2 (PEP 484),https://api.github.com/repos/python/mypy,1564,9683,2021-01-07T16:28:46Z,30
avatarify,"Avatars for Zoom, Skype and other video-conferencing apps.",https://api.github.com/repos/alievk/avatarify,1326,9652,2021-01-06T09:09:54Z,16
examples-of-web-crawlers,"一些非常有趣的python爬虫例子,对新手比较友好,主要爬取淘宝、天猫、微信、豆瓣、QQ等网站。(Some interesting examples of python crawlers that are friendly to beginners. )",https://api.github.com/repos/shengqiangzhang/examples-of-web-crawlers,2925,9613,2020-05-15T09:56:03Z,5
tflearn,Deep learning library featuring a higher-level API for TensorFlow.,https://api.github.com/repos/tflearn/tflearn,2429,9499,2020-11-30T04:35:03Z,30
wifiphisher,The Rogue Access Point Framework,https://api.github.com/repos/wifiphisher/wifiphisher,2173,9494,2020-08-16T13:31:03Z,30
DeDRM_tools,DeDRM tools for ebooks,https://api.github.com/repos/apprenticeharper/DeDRM_tools,803,9414,2021-01-03T16:13:12Z,30
numpy-ml,"Machine learning, in numpy",https://api.github.com/repos/ddbourgin/numpy-ml,2651,9332,2020-12-28T21:37:44Z,7
Theano,"Theano is a Python library that allows you to define, optimize, and evaluate mathematical expressions involving multi-dimensional arrays efficiently. It can use GPUs and perform efficient symbolic differentiation.",https://api.github.com/repos/Theano/Theano,2502,9325,2020-09-05T10:41:31Z,30
microservices-demo,"Sample cloud-native application with 10 microservices showcasing Kubernetes, Istio, gRPC and OpenCensus.",https://api.github.com/repos/GoogleCloudPlatform/microservices-demo,2174,9322,2021-01-03T02:09:42Z,30
pgcli,Postgres CLI with autocompletion and syntax highlighting,https://api.github.com/repos/dbcli/pgcli,420,9216,2021-01-05T18:53:49Z,30
calibre,The official source code repository for the calibre ebook manager,https://api.github.com/repos/kovidgoyal/calibre,1404,9084,2021-01-07T05:10:24Z,30
RocAlphaGo,"An independent, student-led replication of DeepMind's 2016 Nature publication, ""Mastering the game of Go with deep neural networks and tree search"" (Nature 529, 484-489, 28 Jan 2016), details of which can be found on their website https://deepmind.com/publications.html.",https://api.github.com/repos/Rochester-NRT/RocAlphaGo,2489,9062,2020-05-05T02:24:57Z,14
